max,tables_num,pat,type,ratio,ns_avg,ns_std,ns_perc25,ns_median,ns_perc75
2,1,gamma::BE::NoTable,write,0.76003,3.4095513636363632,0.029514557548005853,3.393446,3.407859,3.426317
2,1,gamma::BE::Table,write,0.759298,4.902240818181818,0.010421547426540645,4.892506,4.899042,4.912074
2,1,gamma::LE::NoTable,write,0.759463,4.116815181818182,0.09978045106414198,4.048342,4.084831,4.16344
2,1,gamma::LE::Table,write,0.759272,4.651337909090909,0.019809095615169012,4.639125,4.643139,4.652643
2,1,zeta3::BE::NoTable,write,0.256779,14.025095272727274,0.06731503818626403,13.960989,14.013976,14.07952
2,1,zeta3::BE::Table,write,0.256088,12.503199909090908,0.03302216527260002,12.465913,12.508152,12.519217
2,1,zeta3::LE::NoTable,write,0.256253,15.090602727272726,0.0364986174644764,15.060821,15.075149,15.111579
2,1,zeta3::LE::Table,write,0.256815,13.970350545454545,0.030860222664017223,13.955054,13.982071,13.986595
2,1,omega::BE::NoTable,write,0.378442,17.620188363636363,0.04652292414342107,17.590087,17.611958,17.653115
2,1,omega::BE::Table,write,0.379263,16.53978690909091,0.4056117206739603,16.367505,16.409671,16.470792
2,1,omega::LE::NoTable,write,0.379446,16.95502690909091,0.021737708492177914,16.931568,16.954617,16.965893
2,1,omega::LE::Table,write,0.3792,16.91387009090909,0.03617947272820464,16.885644,16.913873,16.919203
2,1,delta::BE::Table,write,0.378867,9.902912181818182,0.02385289892997555,9.88046,9.906285,9.916456
2,1,delta::BE::NoTable,write,0.378695,6.852494181818182,0.029856490519879188,6.831522,6.85791,6.869719
2,1,delta::LE::Table,write,0.379821,9.876621272727272,0.0198541765787002,9.868717,9.87905,9.891401
2,1,delta::LE::NoTable,write,0.378859,7.141020090909091,0.02518553544975581,7.126546,7.135803,7.14743
2,1,delta_gamma::BE::Table,write,0.378733,8.37441318181818,0.02406967925344325,8.359768,8.373509,8.38031
2,1,delta_gamma::BE::NoTable,write,0.378954,6.349220272727273,0.0374929273146041,6.335449,6.351421,6.353981
2,1,delta_gamma::LE::Table,write,0.378681,9.394402545454545,0.03885346269604225,9.365241,9.402581,9.405026
2,1,delta_gamma::LE::NoTable,write,0.378357,6.608989181818182,0.0443309536911133,6.574919,6.606498,6.633494
